PERMNO,date1,PERMCO,PRC,VOL,RET,SHROUT,MCAP
76221,20190930,26084,52.09,406134,0.029854,119179,6208034.11
76221,20191031,26084,52.01,500554,-0.001536,119179,6198499.79
76221,20191129,26084,54.56,315649,0.049029,119179,6502406.24
76221,20191231,26084,59.36,270065,0.087977,119179,7074465.44
76221,20200131,26084,53.43,354463,-0.099899,119179,6367733.97
76221,20200228,26084,46.93,393605,-0.121655,119179,5593070.47
76221,20200331,26084,45.56,967098,0.02003,119179,5429795.24
76221,20200430,26084,46.19,538026,0.013828,119179,5504878.01
76221,20200529,26084,53.92,453735,0.167352,119179,6426131.68
76221,20200630,26084,56.18,503886,0.041914,119179,6695476.22
76221,20200731,26084,61.04,462134,0.086508,119179,7274686.16
76221,20200831,26084,61.23,389564,0.028506,119179,7297330.17
76221,20200930,26084,60.39,484138,-0.013719,119179,7197219.81
76221,20201030,26084,56.77,441684,-0.059944,119179,6765791.83
76221,20201130,26084,64.97,388713,0.144442,119179,7743059.63
76221,20201231,26084,75.22,424180,0.157765,119179,8964644.38
76221,20210129,26084,76.42,383269,0.015953,119179,9107659.18
76221,20210226,26084,87.4,423404,0.14368,119179,10416244.6
76221,20210331,26084,77.65,641860,-0.100915,119179,9254249.35
76221,20210430,26084,85.06,507469,0.095428,119179,10137365.74
76221,20210528,26084,87.43,590463,0.027863,119179,10419819.97
76221,20210630,26084,83.89,473518,-0.04049,119179,9997926.31
76221,20210730,26084,86.31,443452,0.028847,119179,10286339.49
76221,20210831,26084,75.07,562591,-0.06523,119179,8946767.53
76221,20210930,26084,66.82,887098,-0.109897,119179,7963540.78
76221,20211029,26084,63.27,718880,-0.053128,119179,7540455.33
76221,20211130,26084,62.69,760531,-0.009167,119179,7471331.51
76221,20211231,26084,66.94,696618,0.067794,119179,7977842.26
76221,20220131,26084,71.4,1021905,0.066627,119179,8509380.6
76221,20220228,26084,78.58,872080,0.10056,119179,9365085.82
76221,20220331,26084,80.4,1247691,0.084118,119179,9581991.6
76221,20220429,26084,71.12,705975,-0.115423,119179,8476010.48
76221,20220531,26084,73.44,737929,0.032621,119179,8752505.76
76221,20220630,26084,61,695888,-0.16939,119179,7269919
76221,20220729,26084,61.03,781377,0.000492,119179,7273494.37
76221,20220831,26084,56.29,762581,-0.033918,119179,6708585.91
76221,20220930,26084,55.06,864464,-0.021851,119179,6561995.74
76221,20221031,26084,53.35,1020270,-0.031057,119179,6358199.65
76221,20221130,26084,68.64,823551,0.286598,119179,8180446.56
76221,20221230,26084,71.2,597793,0.037296,119179,8485544.8
